Name,Day,Date,Raid,Type,Reason,Points,Alt or 2nd Main,Class,Guild Rank,Alt,DKP Rank,Attendance Calc,Level
Pigglet,Sat,09/11/21,09/11 PoTime / LDoNs,Spent,serrated dart of energy,-215,,Warrior,Raider,,Main,0.00,70
Voltha,Sat,09/11/21,09/11 PoTime / LDoNs,Spent,shawl of eternal focus,-905,,Shaman,<<< Class Lead >>>,,Main,0.00,70
Fedsmokerr,Sat,09/11/21,09/11 PoTime / LDoNs,Spent,talisman of the elements,-345,,Wizard,Raider,,Main,0.00,70
Vaediin,Sat,09/11/21,09/11 PoTime / LDoNs,Spent,timeless silk robe pattern,-80,,Enchanter,Raider,,Main,0.00,70
Fedsmokerr,Sat,09/11/21,09/11 PoTime / LDoNs,Spent,wristband of icy vengeance,-730,,Wizard,Raider,,Main,0.00,70
Pigglet,Sat,09/11/21,09/11 PoTime / LDoNs,Spent,enchanted stone of burning rage,-215,,Warrior,Raider,,Main,0.00,70
Bramil,Sat,09/11/21,09/11 PoTime / LDoNs,Spent,shard of the cursed mind,-305,,Necromancer,Raider,,Main,0.00,70
Doraemon,Sat,09/11/21,09/11 PoTime / LDoNs,Spent,ritualist's divination gem,-10,,Beastlord,<<< Class Lead >>>,,Main,0.00,70
Vaediin,Sat,09/11/21,09/11 PoTime / LDoNs,Spent,slime covered stone of life,-110,,Enchanter,Raider,,Main,0.00,70
Drae,Sat,09/11/21,09/11 PoTime / LDoNs,Spent,slime-coated crusader's gem,-250,,Paladin,Raider,,Main,0.00,70
Fedsmokerr,Sat,09/11/21,09/11 PoTime / LDoNs,Spent,glowing stone of precision,-255,,Wizard,Raider,,Main,0.00,70
Denia,Sat,09/11/21,09/11 PoTime / LDoNs,Spent,focus shard of enhanced protection,-10,,Warrior,Inactive,,zInactive,0.00,65
Voltha,Sat,09/11/21,09/11 PoTime / LDoNs,Spent,glowing stone of agility,-10,,Shaman,<<< Class Lead >>>,,Main,0.00,70
Vaediin,Sat,09/11/21,09/11 PoTime / LDoNs,Spent,slime-soaked jewel,-125,,Enchanter,Raider,,Main,0.00,70
Voltha,Sat,09/11/21,09/11 PoTime / LDoNs,Spent,slime-soaked jewel,-125,,Shaman,<<< Class Lead >>>,,Main,0.00,70
Denia,Sat,09/11/21,09/11 PoTime / LDoNs,Spent,enhanced gem of the first witness,0,DKP snafu,Warrior,Inactive,,zInactive,0.00,65
Jackaroe,Sat,09/11/21,09/11 PoTime / LDoNs,Spent,enhanced gem of the first witness,-105,,Rogue,Raider,,Main,0.00,70
Advenia,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,20,,Magician,<<< Class Lead >>>,,Main,0.17,70
Baconlegs,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,20,,Monk,<<< Officer >>>,,Main,0.17,70
Bipp,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,20,,#N/A,#N/A,#N/A,#N/A,0.17,#N/A
Fedsmokerr,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,20,,Wizard,Raider,,Main,0.17,70
Displacer,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,20,,Bard,Raider,,Main,0.17,70
Boogabooga,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,20,,Shadow Knight,<<< Class Lead >>>,,Main,0.17,70
Pigglet,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,20,,Warrior,Raider,,Main,0.17,70
Bramil,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,20,,Necromancer,Raider,,Main,0.17,70
Clawdess,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,20,,Rogue,Raider,,Main,0.17,70
Curron,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,0,,Ranger,Raider,,Main,0.00,70
Denia,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,0,,Warrior,Inactive,,zInactive,0.00,65
Destrod,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,20,,Paladin,Inactive,,zInactive,0.17,65
Drae,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,20,,Paladin,Raider,,Main,0.17,70
Flatline,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,20,,Necromancer,Raider,,Main,0.17,70
Sinidan,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,0,,Rogue,Raider,,Main,0.00,70
Glert,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,20,,Warrior,Raider,,Main,0.17,70
Glooping,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,20,,Necromancer,<<< Officer >>>,,Main,0.17,70
Greyvvolf,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,20,,Ranger,<<< Class Lead >>>,,Main,0.17,70
Guzz,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,20,,Shadow Knight,Raider,,Main,0.17,70
Helbinor,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,20,,Necromancer,Raider,,Main,0.17,70
Jackaroe,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,20,,Rogue,Raider,,Main,0.17,70
Karalaine,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,20,,Druid,Raider,,Main,0.17,70
Kirynn,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,20,,Enchanter,Raider,,Main,0.17,70
Liqqy,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,20,,Monk,Raider,,Main,0.17,70
Mitivo,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,20,,Magician,Inactive,,zInactive,0.17,65
Mortimus,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,20,,Necromancer,<<< Officer >>>,,Main,0.17,70
Naturalshm,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,20,,Shaman,Inactive,,zInactive,0.17,65
Nistalkin,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,20,,Magician,Raider,,Main,0.17,70
Patchouli,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,20,,Shaman,<<< Officer >>>,,Main,0.17,70
Penelo,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,20,,Monk,<<< Guild Leader >>>,,Main,0.17,70
Oakwynd,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,20,,Ranger,Raider,,Main,0.17,70
Doraemon,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,20,,Beastlord,<<< Class Lead >>>,,Main,0.17,70
Rabidtiger,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,20,,Beastlord,Raider,,Main,0.17,70
Ravnor,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,20,,Monk,Raider,,Main,0.17,70
Renab,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,20,,Ranger,Raider,,Main,0.17,70
Ryder,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,20,,Ranger,Raider,,Main,0.17,70
Sacristan,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,20,,Paladin,<<< Class Lead >>>,,Main,0.17,70
Sarendrea,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,0,,Shadow Knight,Raider,,Main,0.00,68
Scylla,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,20,,Cleric,<<< Officer >>>,,Main,0.17,70
Silvae,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,20,,Cleric,<<< Class Lead >>>,,Main,0.17,70
Tators,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,0,,Enchanter,Raider,,Main,0.00,70
Tomdar,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,20,,Cleric,Raider,,Main,0.17,70
Trystyl,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,0,,Wizard,<<< Class Lead >>>,,Main,0.00,70
Utair,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,0,,Druid,Raider,,Main,0.00,70
Vaediin,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,20,,Enchanter,Raider,,Main,0.17,70
Voltha,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,20,,Shaman,<<< Class Lead >>>,,Main,0.17,70
Wallee,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,20,,Berserker,Raider,,Main,0.17,70
Yilumi,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,20,,Monk,Inactive,,zInactive,0.17,65
Yzzy,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,20,,Rogue,<<< Class Lead >>>,,Main,0.17,70
Zortax,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,20,,Warrior,Raider,,Main,0.17,70
Advenia,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,100,,Magician,<<< Class Lead >>>,,Main,0.83,70
Baconlegs,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,100,,Monk,<<< Officer >>>,,Main,0.83,70
Bipp,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,100,,#N/A,#N/A,#N/A,#N/A,0.83,#N/A
Fedsmokerr,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,100,,Wizard,Raider,,Main,0.83,70
Displacer,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,100,,Bard,Raider,,Main,0.83,70
Boogabooga,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,100,,Shadow Knight,<<< Class Lead >>>,,Main,0.83,70
Pigglet,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,100,,Warrior,Raider,,Main,0.83,70
Bramil,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,100,,Necromancer,Raider,,Main,0.83,70
Clawdess,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,100,,Rogue,Raider,,Main,0.83,70
Curron,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,60,,Ranger,Raider,,Main,0.50,70
Denia,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,60,,Warrior,Inactive,,zInactive,0.50,65
Destrod,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,100,,Paladin,Inactive,,zInactive,0.83,65
Drae,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,100,,Paladin,Raider,,Main,0.83,70
Flatline,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,100,,Necromancer,Raider,,Main,0.83,70
Sinidan,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,60,,Rogue,Raider,,Main,0.50,70
Glert,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,100,,Warrior,Raider,,Main,0.83,70
Glooping,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,100,,Necromancer,<<< Officer >>>,,Main,0.83,70
Greyvvolf,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,100,,Ranger,<<< Class Lead >>>,,Main,0.83,70
Guzz,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,100,,Shadow Knight,Raider,,Main,0.83,70
Helbinor,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,100,,Necromancer,Raider,,Main,0.83,70
Jackaroe,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,100,,Rogue,Raider,,Main,0.83,70
Karalaine,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,100,,Druid,Raider,,Main,0.83,70
Kirynn,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,100,,Enchanter,Raider,,Main,0.83,70
Liqqy,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,100,,Monk,Raider,,Main,0.83,70
Mitivo,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,100,,Magician,Inactive,,zInactive,0.83,65
Mortimus,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,100,,Necromancer,<<< Officer >>>,,Main,0.83,70
Naturalshm,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,100,,Shaman,Inactive,,zInactive,0.83,65
Nistalkin,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,100,,Magician,Raider,,Main,0.83,70
Patchouli,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,100,,Shaman,<<< Officer >>>,,Main,0.83,70
Penelo,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,100,,Monk,<<< Guild Leader >>>,,Main,0.83,70
Oakwynd,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,60,,Ranger,Raider,,Main,0.50,70
Doraemon,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,100,,Beastlord,<<< Class Lead >>>,,Main,0.83,70
Rabidtiger,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,100,,Beastlord,Raider,,Main,0.83,70
Ravnor,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,100,,Monk,Raider,,Main,0.83,70
Renab,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,100,,Ranger,Raider,,Main,0.83,70
Ryder,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,100,,Ranger,Raider,,Main,0.83,70
Sacristan,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,100,,Paladin,<<< Class Lead >>>,,Main,0.83,70
Sarendrea,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,100,,Shadow Knight,Raider,,Main,0.83,68
Scylla,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,100,,Cleric,<<< Officer >>>,,Main,0.83,70
Silvae,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,100,,Cleric,<<< Class Lead >>>,,Main,0.83,70
Tators,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,100,,Enchanter,Raider,,Main,0.83,70
Tomdar,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,100,,Cleric,Raider,,Main,0.83,70
Trystyl,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,100,,Wizard,<<< Class Lead >>>,,Main,0.83,70
Utair,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,80,,Druid,Raider,,Main,0.67,70
Vaediin,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,100,,Enchanter,Raider,,Main,0.83,70
Voltha,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,100,,Shaman,<<< Class Lead >>>,,Main,0.83,70
Wallee,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,100,,Berserker,Raider,,Main,0.83,70
Yilumi,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,100,,Monk,Inactive,,zInactive,0.83,65
Yzzy,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,100,,Rogue,<<< Class Lead >>>,,Main,0.83,70
Zortax,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,Raid - Attendance - 20/hr,100,,Warrior,Raider,,Main,0.83,70
Advenia,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,BOSS KILLS (10 each),260,,Magician,<<< Class Lead >>>,,Main,0.00,70
Baconlegs,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,BOSS KILLS (10 each),260,,Monk,<<< Officer >>>,,Main,0.00,70
Bipp,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,BOSS KILLS (10 each),260,,#N/A,#N/A,#N/A,#N/A,0.00,#N/A
Fedsmokerr,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,BOSS KILLS (10 each),260,,Wizard,Raider,,Main,0.00,70
Displacer,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,BOSS KILLS (10 each),240,,Bard,Raider,,Main,0.00,70
Boogabooga,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,BOSS KILLS (10 each),260,,Shadow Knight,<<< Class Lead >>>,,Main,0.00,70
Pigglet,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,BOSS KILLS (10 each),260,,Warrior,Raider,,Main,0.00,70
Bramil,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,BOSS KILLS (10 each),260,,Necromancer,Raider,,Main,0.00,70
Clawdess,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,BOSS KILLS (10 each),260,,Rogue,Raider,,Main,0.00,70
Curron,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,BOSS KILLS (10 each),150,,Ranger,Raider,,Main,0.00,70
Denia,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,BOSS KILLS (10 each),100,,Warrior,Inactive,,zInactive,0.00,65
Destrod,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,BOSS KILLS (10 each),260,,Paladin,Inactive,,zInactive,0.00,65
Drae,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,BOSS KILLS (10 each),260,,Paladin,Raider,,Main,0.00,70
Flatline,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,BOSS KILLS (10 each),260,,Necromancer,Raider,,Main,0.00,70
Sinidan,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,BOSS KILLS (10 each),80,,Rogue,Raider,,Main,0.00,70
Glert,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,BOSS KILLS (10 each),260,,Warrior,Raider,,Main,0.00,70
Glooping,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,BOSS KILLS (10 each),260,,Necromancer,<<< Officer >>>,,Main,0.00,70
Greyvvolf,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,BOSS KILLS (10 each),260,,Ranger,<<< Class Lead >>>,,Main,0.00,70
Guzz,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,BOSS KILLS (10 each),260,,Shadow Knight,Raider,,Main,0.00,70
Helbinor,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,BOSS KILLS (10 each),260,,Necromancer,Raider,,Main,0.00,70
Jackaroe,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,BOSS KILLS (10 each),260,,Rogue,Raider,,Main,0.00,70
Karalaine,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,BOSS KILLS (10 each),260,,Druid,Raider,,Main,0.00,70
Kirynn,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,BOSS KILLS (10 each),260,,Enchanter,Raider,,Main,0.00,70
Liqqy,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,BOSS KILLS (10 each),260,,Monk,Raider,,Main,0.00,70
Mitivo,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,BOSS KILLS (10 each),260,,Magician,Inactive,,zInactive,0.00,65
Mortimus,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,BOSS KILLS (10 each),260,,Necromancer,<<< Officer >>>,,Main,0.00,70
Naturalshm,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,BOSS KILLS (10 each),260,,Shaman,Inactive,,zInactive,0.00,65
Nistalkin,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,BOSS KILLS (10 each),260,,Magician,Raider,,Main,0.00,70
Patchouli,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,BOSS KILLS (10 each),260,,Shaman,<<< Officer >>>,,Main,0.00,70
Penelo,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,BOSS KILLS (10 each),260,,Monk,<<< Guild Leader >>>,,Main,0.00,70
Oakwynd,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,BOSS KILLS (10 each),200,,Ranger,Raider,,Main,0.00,70
Doraemon,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,BOSS KILLS (10 each),260,,Beastlord,<<< Class Lead >>>,,Main,0.00,70
Rabidtiger,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,BOSS KILLS (10 each),260,,Beastlord,Raider,,Main,0.00,70
Ravnor,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,BOSS KILLS (10 each),260,,Monk,Raider,,Main,0.00,70
Renab,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,BOSS KILLS (10 each),260,,Ranger,Raider,,Main,0.00,70
Ryder,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,BOSS KILLS (10 each),260,,Ranger,Raider,,Main,0.00,70
Sacristan,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,BOSS KILLS (10 each),260,,Paladin,<<< Class Lead >>>,,Main,0.00,70
Sarendrea,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,BOSS KILLS (10 each),210,,Shadow Knight,Raider,,Main,0.00,68
Scylla,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,BOSS KILLS (10 each),260,,Cleric,<<< Officer >>>,,Main,0.00,70
Silvae,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,BOSS KILLS (10 each),260,,Cleric,<<< Class Lead >>>,,Main,0.00,70
Tators,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,BOSS KILLS (10 each),180,,Enchanter,Raider,,Main,0.00,70
Tomdar,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,BOSS KILLS (10 each),260,,Cleric,Raider,,Main,0.00,70
Trystyl,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,BOSS KILLS (10 each),210,,Wizard,<<< Class Lead >>>,,Main,0.00,70
Utair,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,BOSS KILLS (10 each),150,,Druid,Raider,,Main,0.00,70
Vaediin,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,BOSS KILLS (10 each),260,,Enchanter,Raider,,Main,0.00,70
Voltha,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,BOSS KILLS (10 each),260,,Shaman,<<< Class Lead >>>,,Main,0.00,70
Wallee,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,BOSS KILLS (10 each),260,,Berserker,Raider,,Main,0.00,70
Yilumi,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,BOSS KILLS (10 each),260,,Monk,Inactive,,zInactive,0.00,65
Yzzy,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,BOSS KILLS (10 each),260,,Rogue,<<< Class Lead >>>,,Main,0.00,70
Zortax,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,BOSS KILLS (10 each),260,,Warrior,Raider,,Main,0.00,70
Advenia,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,CLOSEOUT (10),10,,Magician,<<< Class Lead >>>,,Main,0.00,70
Baconlegs,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,CLOSEOUT (10),10,,Monk,<<< Officer >>>,,Main,0.00,70
Bipp,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,CLOSEOUT (10),10,,#N/A,#N/A,#N/A,#N/A,0.00,#N/A
Fedsmokerr,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,CLOSEOUT (10),10,,Wizard,Raider,,Main,0.00,70
Displacer,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,CLOSEOUT (10),10,,Bard,Raider,,Main,0.00,70
Boogabooga,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,CLOSEOUT (10),10,,Shadow Knight,<<< Class Lead >>>,,Main,0.00,70
Pigglet,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,CLOSEOUT (10),10,,Warrior,Raider,,Main,0.00,70
Bramil,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,CLOSEOUT (10),10,,Necromancer,Raider,,Main,0.00,70
Clawdess,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,CLOSEOUT (10),10,,Rogue,Raider,,Main,0.00,70
Curron,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,CLOSEOUT (10),0,,Ranger,Raider,,Main,0.00,70
Denia,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,CLOSEOUT (10),10,,Warrior,Inactive,,zInactive,0.00,65
Destrod,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,CLOSEOUT (10),10,,Paladin,Inactive,,zInactive,0.00,65
Drae,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,CLOSEOUT (10),10,,Paladin,Raider,,Main,0.00,70
Flatline,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,CLOSEOUT (10),10,,Necromancer,Raider,,Main,0.00,70
Sinidan,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,CLOSEOUT (10),10,,Rogue,Raider,,Main,0.00,70
Glert,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,CLOSEOUT (10),10,,Warrior,Raider,,Main,0.00,70
Glooping,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,CLOSEOUT (10),10,,Necromancer,<<< Officer >>>,,Main,0.00,70
Greyvvolf,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,CLOSEOUT (10),10,,Ranger,<<< Class Lead >>>,,Main,0.00,70
Guzz,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,CLOSEOUT (10),10,,Shadow Knight,Raider,,Main,0.00,70
Helbinor,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,CLOSEOUT (10),10,,Necromancer,Raider,,Main,0.00,70
Jackaroe,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,CLOSEOUT (10),10,,Rogue,Raider,,Main,0.00,70
Karalaine,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,CLOSEOUT (10),10,,Druid,Raider,,Main,0.00,70
Kirynn,Sat,09/11/21,09/11 PoTime / LDoNs,Earned,CLOSEOUT (10),10,,Enchanter,Raider,,Main,0.00,70
